split,image,class_id,x_center,y_center,width,height
test,image0002805.jpg,6,0.499,0.499,0.999,0.999
test,image0003001.jpg,2,0.499,0.499,0.999,0.999
test,image0003060.jpg,2,0.499,0.499,0.999,0.999
test,image0003116.jpg,3,0.499,0.499,0.999,0.999
test,image0003171.jpg,5,0.499,0.499,0.999,0.999
test,image0003201.jpg,3,0.499,0.499,0.999,0.999
test,image0003252.jpg,4,0.499,0.499,0.999,0.999
test,image0003297.jpg,6,0.499,0.499,0.999,0.999
test,image0003315.jpg,0,0.499,0.499,0.999,0.999
test,image0003333.jpg,2,0.499,0.499,0.999,0.999
test,image0003432.jpg,2,0.499,0.499,0.999,0.999
test,image0003630.jpg,4,0.499,0.499,0.999,0.999
test,image0003669.jpg,0,0.499,0.499,0.999,0.999
test,image0003706.jpg,7,0.499,0.499,0.999,0.999
test,image0003757.jpg,0,0.499,0.499,0.999,0.999
test,image0003810.jpg,1,0.499,0.499,0.999,0.999
test,image0003916.jpg,0,0.499,0.499,0.999,0.999
test,image0003971.jpg,0,0.499,0.499,0.999,0.999
test,image0004052.jpg,6,0.499,0.499,0.999,0.999
test,image0004079.jpg,3,0.499,0.499,0.999,0.999
test,image0004247.jpg,0,0.499,0.499,0.999,0.999
test,image0004298.jpg,1,0.499,0.499,0.999,0.999
test,image0004369.jpg,7,0.499,0.499,0.999,0.999
test,image0004383.jpg,0,0.499,0.499,0.999,0.999
test,image0004385.jpg,5,0.499,0.499,0.999,0.999
test,image0004466.jpg,1,0.499,0.499,0.999,0.999
test,image0004498.jpg,6,0.499,0.499,0.999,0.999
test,image0004521.jpg,3,0.499,0.499,0.999,0.999
test,image0004577.jpg,0,0.499,0.499,0.999,0.999
test,image0004694.jpg,2,0.499,0.499,0.999,0.999
test,image0004829.jpg,7,0.499,0.499,0.999,0.999
test,image0004844.jpg,2,0.499,0.499,0.999,0.999
test,image0004913.jpg,6,0.499,0.499,0.999,0.999
test,image0005047.jpg,6,0.499,0.499,0.999,0.999
test,image0005049.jpg,5,0.499,0.499,0.999,0.999
test,image0005113.jpg,0,0.499,0.499,0.999,0.999
test,image0005115.jpg,3,0.499,0.499,0.999,0.999
test,image0005125.jpg,7,0.499,0.499,0.999,0.999
test,image0005175.jpg,2,0.499,0.499,0.999,0.999
test,image0005319.jpg,0,0.499,0.499,0.999,0.999
test,image0005320.jpg,3,0.499,0.499,0.999,0.999
test,image0005338.jpg,1,0.499,0.499,0.999,0.999
test,image0005347.jpg,1,0.499,0.499,0.999,0.999
test,image0005449.jpg,6,0.499,0.499,0.999,0.999
test,image0005451.jpg,6,0.499,0.499,0.999,0.999
test,image0005495.jpg,7,0.499,0.499,0.999,0.999
test,image0005628.jpg,1,0.499,0.499,0.999,0.999
test,image0005662.jpg,7,0.499,0.499,0.999,0.999
test,image0005726.jpg,5,0.499,0.499,0.999,0.999
test,image0005865.jpg,1,0.499,0.499,0.999,0.999
test,image0006069.jpg,6,0.499,0.499,0.999,0.999
test,image0006081.jpg,7,0.499,0.499,0.999,0.999
test,image0006101.jpg,6,0.499,0.499,0.999,0.999
test,image0006120.jpg,1,0.499,0.499,0.999,0.999
test,image0006221.jpg,3,0.499,0.499,0.999,0.999
test,image0006222.jpg,7,0.499,0.499,0.999,0.999
test,image0006235.jpg,6,0.499,0.499,0.999,0.999
test,image0006245.jpg,7,0.499,0.499,0.999,0.999
test,image0006270.jpg,2,0.499,0.499,0.999,0.999
test,image0006341.jpg,0,0.499,0.499,0.999,0.999
test,image0006345.jpg,1,0.499,0.499,0.999,0.999
test,image0006411.jpg,5,0.499,0.499,0.999,0.999
test,image0006520.jpg,7,0.499,0.499,0.999,0.999
test,image0006526.jpg,3,0.499,0.499,0.999,0.999
test,image0006535.jpg,6,0.499,0.499,0.999,0.999
test,image0006544.jpg,0,0.499,0.499,0.999,0.999
test,image0006546.jpg,1,0.499,0.499,0.999,0.999
test,image0006672.jpg,7,0.499,0.499,0.999,0.999
test,image0006736.jpg,2,0.499,0.499,0.999,0.999
test,image0006896.jpg,2,0.499,0.499,0.999,0.999
test,image0006911.jpg,7,0.499,0.499,0.999,0.999
test,image0006942.jpg,1,0.499,0.499,0.999,0.999
test,image0007171.jpg,6,0.499,0.499,0.999,0.999
test,image0007233.jpg,0,0.499,0.499,0.999,0.999
test,image0007246.jpg,6,0.499,0.499,0.999,0.999
test,image0007389.jpg,5,0.499,0.499,0.999,0.999
test,image0007453.jpg,3,0.499,0.499,0.999,0.999
test,image0007531.jpg,0,0.499,0.499,0.999,0.999
test,image0007579.jpg,0,0.499,0.499,0.999,0.999
test,image0007601.jpg,6,0.499,0.499,0.999,0.999
test,image0007653.jpg,3,0.499,0.499,0.999,0.999
test,image0007659.jpg,6,0.499,0.499,0.999,0.999
test,image0007757.jpg,3,0.499,0.499,0.999,0.999
test,image0007934.jpg,6,0.499,0.499,0.999,0.999
test,image0008040.jpg,7,0.499,0.499,0.999,0.999
test,image0008045.jpg,0,0.499,0.499,0.999,0.999
test,image0008093.jpg,3,0.499,0.499,0.999,0.999
test,image0008214.jpg,7,0.499,0.499,0.999,0.999
test,image0008244.jpg,0,0.499,0.499,0.999,0.999
test,image0008289.jpg,6,0.499,0.499,0.999,0.999
test,image0008305.jpg,5,0.499,0.499,0.999,0.999
test,image0008332.jpg,6,0.499,0.499,0.999,0.999
test,image0008462.jpg,7,0.499,0.499,0.999,0.999
test,image0008479.jpg,0,0.499,0.499,0.999,0.999
test,image0008605.jpg,0,0.499,0.499,0.999,0.999
test,image0008621.jpg,7,0.499,0.499,0.999,0.999
test,image0008693.jpg,6,0.499,0.499,0.999,0.999
test,image0008854.jpg,0,0.499,0.499,0.999,0.999
test,image0008920.jpg,6,0.499,0.499,0.999,0.999
test,image0008958.jpg,2,0.499,0.499,0.999,0.999
test,image0008971.jpg,0,0.499,0.499,0.999,0.999
test,image0009010.jpg,6,0.499,0.499,0.999,0.999
test,image0009080.jpg,7,0.499,0.499,0.999,0.999
test,image0009095.jpg,3,0.499,0.499,0.999,0.999
test,image0009117.jpg,7,0.499,0.499,0.999,0.999
test,image0009130.jpg,0,0.499,0.499,0.999,0.999
test,image0009147.jpg,6,0.499,0.499,0.999,0.999
test,image0009152.jpg,1,0.499,0.499,0.999,0.999
test,image0009337.jpg,0,0.499,0.499,0.999,0.999
test,image0009379.jpg,0,0.499,0.499,0.999,0.999
test,image0009389.jpg,7,0.499,0.499,0.999,0.999
test,image0009396.jpg,1,0.499,0.499,0.999,0.999
test,image0009402.jpg,4,0.499,0.499,0.999,0.999
test,image0009438.jpg,5,0.499,0.499,0.999,0.999
test,image0009576.jpg,4,0.499,0.499,0.999,0.999
test,image0009592.jpg,7,0.499,0.499,0.999,0.999
test,image0009666.jpg,7,0.499,0.499,0.999,0.999
test,image0009784.jpg,6,0.499,0.499,0.999,0.999
test,image0009948.jpg,2,0.499,0.499,0.999,0.999
test,image0009966.jpg,7,0.499,0.499,0.999,0.999
test,image0010003.jpg,1,0.499,0.499,0.999,0.999
test,image0010004.jpg,0,0.499,0.499,0.999,0.999
test,image0010015.jpg,2,0.499,0.499,0.999,0.999
test,image0010062.jpg,7,0.499,0.499,0.999,0.999
test,image0010137.jpg,3,0.499,0.499,0.999,0.999
test,image0010169.jpg,5,0.499,0.499,0.999,0.999
test,image0010181.jpg,1,0.499,0.499,0.999,0.999
test,image0010232.jpg,3,0.499,0.499,0.999,0.999
test,image0010268.jpg,0,0.499,0.499,0.999,0.999
test,image0010520.jpg,0,0.499,0.499,0.999,0.999
test,image0010569.jpg,0,0.499,0.499,0.999,0.999
test,image0010762.jpg,7,0.499,0.499,0.999,0.999
test,image0010779.jpg,7,0.499,0.499,0.999,0.999
test,image0010786.jpg,5,0.499,0.499,0.999,0.999
test,image0010853.jpg,7,0.499,0.499,0.999,0.999
test,image0010859.jpg,0,0.499,0.499,0.999,0.999
test,image0010950.jpg,6,0.499,0.499,0.999,0.999
test,image0010984.jpg,2,0.499,0.499,0.999,0.999
test,image0010990.jpg,2,0.499,0.499,0.999,0.999
test,image0011063.jpg,6,0.499,0.499,0.999,0.999
test,image0011115.jpg,1,0.499,0.499,0.999,0.999
test,image0011156.jpg,4,0.499,0.499,0.999,0.999
test,image0011180.jpg,0,0.499,0.499,0.999,0.999
test,image0011181.jpg,3,0.499,0.499,0.999,0.999
test,image0011187.jpg,0,0.499,0.499,0.999,0.999
test,image0011282.jpg,3,0.499,0.499,0.999,0.999
test,image0011335.jpg,6,0.499,0.499,0.999,0.999
test,image0011366.jpg,3,0.499,0.499,0.999,0.999
test,image0011423.jpg,3,0.499,0.499,0.999,0.999
test,image0011440.jpg,2,0.499,0.499,0.999,0.999
test,image0011546.jpg,2,0.499,0.499,0.999,0.999
test,image0011569.jpg,0,0.499,0.499,0.999,0.999
test,image0011600.jpg,7,0.499,0.499,0.999,0.999
test,image0011730.jpg,7,0.499,0.499,0.999,0.999
test,image0011777.jpg,5,0.499,0.499,0.999,0.999
test,image0011819.jpg,0,0.499,0.499,0.999,0.999
test,image0011831.jpg,0,0.499,0.499,0.999,0.999
test,image0011962.jpg,7,0.499,0.499,0.999,0.999
test,image0011986.jpg,1,0.499,0.499,0.999,0.999
test,image0012068.jpg,4,0.499,0.499,0.999,0.999
test,image0012085.jpg,0,0.499,0.499,0.999,0.999
test,image0012101.jpg,5,0.499,0.499,0.999,0.999
test,image0012110.jpg,1,0.499,0.499,0.999,0.999
test,image0012111.jpg,0,0.499,0.499,0.999,0.999
test,image0012155.jpg,7,0.499,0.499,0.999,0.999
test,image0012197.jpg,6,0.499,0.499,0.999,0.999
test,image0012217.jpg,2,0.499,0.499,0.999,0.999
test,image0012257.jpg,2,0.499,0.499,0.999,0.999
test,image0012343.jpg,6,0.499,0.499,0.999,0.999
test,image0012360.jpg,0,0.499,0.499,0.999,0.999
test,image0012384.jpg,0,0.499,0.499,0.999,0.999
test,image0012392.jpg,6,0.499,0.499,0.999,0.999
test,image0012417.jpg,7,0.499,0.499,0.999,0.999
test,image0012501.jpg,7,0.499,0.499,0.999,0.999
test,image0012533.jpg,6,0.499,0.499,0.999,0.999
test,image0012540.jpg,3,0.499,0.499,0.999,0.999
test,image0012603.jpg,7,0.499,0.499,0.999,0.999
test,image0012671.jpg,3,0.499,0.499,0.999,0.999
test,image0012815.jpg,5,0.499,0.499,0.999,0.999
test,image0012820.jpg,7,0.499,0.499,0.999,0.999
test,image0012836.jpg,6,0.499,0.499,0.999,0.999
test,image0012992.jpg,6,0.499,0.499,0.999,0.999
test,image0012997.jpg,7,0.499,0.499,0.999,0.999
test,image0013087.jpg,7,0.499,0.499,0.999,0.999
test,image0013090.jpg,0,0.499,0.499,0.999,0.999
test,image0013111.jpg,6,0.499,0.499,0.999,0.999
test,image0013235.jpg,6,0.499,0.499,0.999,0.999
test,image0013356.jpg,0,0.499,0.499,0.999,0.999
test,image0013370.jpg,2,0.499,0.499,0.999,0.999
test,image0013487.jpg,6,0.499,0.499,0.999,0.999
test,image0013529.jpg,6,0.499,0.499,0.999,0.999
test,image0013547.jpg,7,0.499,0.499,0.999,0.999
test,image0013571.jpg,3,0.499,0.499,0.999,0.999
test,image0013603.jpg,7,0.499,0.499,0.999,0.999
test,image0013655.jpg,3,0.499,0.499,0.999,0.999
test,image0013710.jpg,7,0.499,0.499,0.999,0.999
test,image0013749.jpg,6,0.499,0.499,0.999,0.999
test,image0013755.jpg,6,0.499,0.499,0.999,0.999
test,image0013761.jpg,7,0.499,0.499,0.999,0.999
test,image0013792.jpg,6,0.499,0.499,0.999,0.999
test,image0013807.jpg,3,0.499,0.499,0.999,0.999
test,image0013824.jpg,0,0.499,0.499,0.999,0.999
test,image0013831.jpg,5,0.499,0.499,0.999,0.999
test,image0013838.jpg,1,0.499,0.499,0.999,0.999
test,image0013890.jpg,7,0.499,0.499,0.999,0.999
test,image0013918.jpg,2,0.499,0.499,0.999,0.999
test,image0013929.jpg,0,0.499,0.499,0.999,0.999
test,image0014003.jpg,0,0.499,0.499,0.999,0.999
test,image0014065.jpg,3,0.499,0.499,0.999,0.999
test,image0014147.jpg,3,0.499,0.499,0.999,0.999
test,image0014195.jpg,0,0.499,0.499,0.999,0.999
test,image0014239.jpg,0,0.499,0.499,0.999,0.999
test,image0014263.jpg,6,0.499,0.499,0.999,0.999
test,image0014376.jpg,6,0.499,0.499,0.999,0.999
test,image0014497.jpg,0,0.499,0.499,0.999,0.999
test,image0014501.jpg,7,0.499,0.499,0.999,0.999
test,image0014523.jpg,6,0.499,0.499,0.999,0.999
test,image0014635.jpg,2,0.499,0.499,0.999,0.999
test,image0014639.jpg,0,0.499,0.499,0.999,0.999
test,image0014651.jpg,0,0.499,0.499,0.999,0.999
test,image0014656.jpg,1,0.499,0.499,0.999,0.999
test,image0014668.jpg,5,0.499,0.499,0.999,0.999
test,image0014681.jpg,0,0.499,0.499,0.999,0.999
test,image0014715.jpg,7,0.499,0.499,0.999,0.999
test,image0014942.jpg,6,0.499,0.499,0.999,0.999
test,image0014981.jpg,7,0.499,0.499,0.999,0.999
test,image0014988.jpg,0,0.499,0.499,0.999,0.999
test,image0015054.jpg,5,0.499,0.499,0.999,0.999
test,image0015079.jpg,3,0.499,0.499,0.999,0.999
test,image0015146.jpg,6,0.499,0.499,0.999,0.999
test,image0015214.jpg,0,0.499,0.499,0.999,0.999
test,image0015432.jpg,3,0.499,0.499,0.999,0.999
test,image0015481.jpg,3,0.499,0.499,0.999,0.999
test,image0015491.jpg,4,0.499,0.499,0.999,0.999
test,image0015541.jpg,0,0.499,0.499,0.999,0.999
test,image0015559.jpg,0,0.499,0.499,0.999,0.999
test,image0015636.jpg,3,0.499,0.499,0.999,0.999
test,image0015682.jpg,0,0.499,0.499,0.999,0.999
test,image0015712.jpg,2,0.499,0.499,0.999,0.999
test,image0015760.jpg,7,0.499,0.499,0.999,0.999
test,image0015784.jpg,7,0.499,0.499,0.999,0.999
test,image0015798.jpg,0,0.499,0.499,0.999,0.999
test,image0015921.jpg,0,0.499,0.499,0.999,0.999
test,image0015935.jpg,0,0.499,0.499,0.999,0.999
test,image0016063.jpg,7,0.499,0.499,0.999,0.999
test,image0016070.jpg,1,0.499,0.499,0.999,0.999
test,image0016111.jpg,6,0.499,0.499,0.999,0.999
test,image0016131.jpg,7,0.499,0.499,0.999,0.999
test,image0016133.jpg,6,0.499,0.499,0.999,0.999
test,image0016141.jpg,6,0.499,0.499,0.999,0.999
test,image0016252.jpg,0,0.499,0.499,0.999,0.999
test,image0016327.jpg,6,0.499,0.499,0.999,0.999
test,image0016377.jpg,2,0.499,0.499,0.999,0.999
test,image0016471.jpg,5,0.499,0.499,0.999,0.999
test,image0016519.jpg,7,0.499,0.499,0.999,0.999
test,image0016554.jpg,1,0.499,0.499,0.999,0.999
test,image0016588.jpg,5,0.499,0.499,0.999,0.999
test,image0016595.jpg,6,0.499,0.499,0.999,0.999
test,image0016713.jpg,0,0.499,0.499,0.999,0.999
test,image0016807.jpg,1,0.499,0.499,0.999,0.999
test,image0016855.jpg,7,0.499,0.499,0.999,0.999
test,image0016859.jpg,2,0.499,0.499,0.999,0.999
test,image0016888.jpg,1,0.499,0.499,0.999,0.999
test,image0016954.jpg,2,0.499,0.499,0.999,0.999
test,image0016993.jpg,7,0.499,0.499,0.999,0.999
test,image0017051.jpg,7,0.499,0.499,0.999,0.999
test,image0017077.jpg,3,0.499,0.499,0.999,0.999
test,image0017080.jpg,7,0.499,0.499,0.999,0.999
test,image0017089.jpg,3,0.499,0.499,0.999,0.999
test,image0017133.jpg,0,0.499,0.499,0.999,0.999
test,image0017271.jpg,6,0.499,0.499,0.999,0.999
test,image0017322.jpg,6,0.499,0.499,0.999,0.999
test,image0017344.jpg,0,0.499,0.499,0.999,0.999
test,image0017380.jpg,6,0.499,0.499,0.999,0.999
test,image0017417.jpg,3,0.499,0.499,0.999,0.999
test,image0017513.jpg,7,0.499,0.499,0.999,0.999
test,image0017565.jpg,0,0.499,0.499,0.999,0.999
test,image0017600.jpg,0,0.499,0.499,0.999,0.999
test,image0017609.jpg,6,0.499,0.499,0.999,0.999
test,image0017632.jpg,6,0.499,0.499,0.999,0.999
test,image0017662.jpg,0,0.499,0.499,0.999,0.999
test,image0017673.jpg,5,0.499,0.499,0.999,0.999
test,image0017690.jpg,6,0.499,0.499,0.999,0.999
test,image0017704.jpg,7,0.499,0.499,0.999,0.999
test,image0017733.jpg,6,0.499,0.499,0.999,0.999
test,image0017737.jpg,3,0.499,0.499,0.999,0.999
test,image0017745.jpg,2,0.499,0.499,0.999,0.999
test,image0017758.jpg,6,0.499,0.499,0.999,0.999
test,image0017800.jpg,6,0.499,0.499,0.999,0.999
test,image0017804.jpg,6,0.499,0.499,0.999,0.999
test,image0017859.jpg,3,0.499,0.499,0.999,0.999
test,image0017885.jpg,7,0.499,0.499,0.999,0.999
test,image0017892.jpg,7,0.499,0.499,0.999,0.999
test,image0017894.jpg,7,0.499,0.499,0.999,0.999
test,image0017914.jpg,0,0.499,0.499,0.999,0.999
test,image0017924.jpg,5,0.499,0.499,0.999,0.999
test,image0017931.jpg,0,0.499,0.499,0.999,0.999
test,image0017957.jpg,1,0.499,0.499,0.999,0.999
test,image0017958.jpg,6,0.499,0.499,0.999,0.999
test,image0017976.jpg,7,0.499,0.499,0.999,0.999
test,image0017983.jpg,1,0.499,0.499,0.999,0.999
test,image0018018.jpg,1,0.499,0.499,0.999,0.999
test,image0018019.jpg,0,0.499,0.499,0.999,0.999
test,image0018076.jpg,0,0.499,0.499,0.999,0.999
test,image0018194.jpg,6,0.499,0.499,0.999,0.999
test,image0018210.jpg,6,0.499,0.499,0.999,0.999
test,image0018238.jpg,6,0.499,0.499,0.999,0.999
test,image0018260.jpg,6,0.499,0.499,0.999,0.999
test,image0018272.jpg,6,0.499,0.499,0.999,0.999
test,image0018315.jpg,1,0.499,0.499,0.999,0.999
test,image0018347.jpg,3,0.499,0.499,0.999,0.999
test,image0018373.jpg,3,0.499,0.499,0.999,0.999
test,image0018386.jpg,0,0.499,0.499,0.999,0.999
test,image0018464.jpg,2,0.499,0.499,0.999,0.999
test,image0018499.jpg,0,0.499,0.499,0.999,0.999
test,image0018517.jpg,7,0.499,0.499,0.999,0.999
test,image0018526.jpg,0,0.499,0.499,0.999,0.999
test,image0018544.jpg,0,0.499,0.499,0.999,0.999
test,image0018556.jpg,1,0.499,0.499,0.999,0.999
test,image0018592.jpg,1,0.499,0.499,0.999,0.999
test,image0018608.jpg,2,0.499,0.499,0.999,0.999
test,image0018624.jpg,7,0.499,0.499,0.999,0.999
test,image0018676.jpg,1,0.499,0.499,0.999,0.999
test,image0018721.jpg,3,0.499,0.499,0.999,0.999
test,image0018722.jpg,5,0.499,0.499,0.999,0.999
test,image0018787.jpg,0,0.499,0.499,0.999,0.999
test,image0018807.jpg,5,0.499,0.499,0.999,0.999
test,image0018808.jpg,0,0.499,0.499,0.999,0.999
test,image0018851.jpg,3,0.499,0.499,0.999,0.999
test,image0018883.jpg,1,0.499,0.499,0.999,0.999
test,image0018889.jpg,3,0.499,0.499,0.999,0.999
test,image0018915.jpg,0,0.499,0.499,0.999,0.999
test,image0018980.jpg,7,0.499,0.499,0.999,0.999
test,image0018986.jpg,7,0.499,0.499,0.999,0.999
test,image0019006.jpg,0,0.499,0.499,0.999,0.999
test,image0019015.jpg,1,0.499,0.499,0.999,0.999
test,image0019094.jpg,3,0.499,0.499,0.999,0.999
test,image0019108.jpg,6,0.499,0.499,0.999,0.999
test,image0019121.jpg,0,0.499,0.499,0.999,0.999
test,image0019126.jpg,2,0.499,0.499,0.999,0.999
test,image0019127.jpg,7,0.499,0.499,0.999,0.999
test,image0019133.jpg,0,0.499,0.499,0.999,0.999
test,image0019154.jpg,3,0.499,0.499,0.999,0.999
test,image0019172.jpg,3,0.499,0.499,0.999,0.999
test,image0019180.jpg,7,0.499,0.499,0.999,0.999
test,image0019204.jpg,6,0.499,0.499,0.999,0.999
test,image0019273.jpg,0,0.499,0.499,0.999,0.999
test,image0019274.jpg,5,0.499,0.499,0.999,0.999
test,image0019283.jpg,0,0.499,0.499,0.999,0.999
test,image0019325.jpg,5,0.499,0.499,0.999,0.999
test,image0019328.jpg,4,0.499,0.499,0.999,0.999
test,image0019373.jpg,7,0.499,0.499,0.999,0.999
test,image0019428.jpg,2,0.499,0.499,0.999,0.999
test,image0019439.jpg,2,0.499,0.499,0.999,0.999
test,image0019475.jpg,7,0.499,0.499,0.999,0.999
test,image0019493.jpg,6,0.499,0.499,0.999,0.999
test,image0019497.jpg,6,0.499,0.499,0.999,0.999
test,image0019523.jpg,3,0.499,0.499,0.999,0.999
test,image0019538.jpg,1,0.499,0.499,0.999,0.999
test,image0019555.jpg,6,0.499,0.499,0.999,0.999
test,image0019564.jpg,7,0.499,0.499,0.999,0.999
test,image0019583.jpg,6,0.499,0.499,0.999,0.999
test,image0019586.jpg,6,0.499,0.499,0.999,0.999
test,image0019610.jpg,3,0.499,0.499,0.999,0.999
test,image0019648.jpg,7,0.499,0.499,0.999,0.999
test,image0019657.jpg,7,0.499,0.499,0.999,0.999
test,image0019662.jpg,3,0.499,0.499,0.999,0.999
test,image0019672.jpg,3,0.499,0.499,0.999,0.999
test,image0019680.jpg,6,0.499,0.499,0.999,0.999
test,image0019686.jpg,0,0.499,0.499,0.999,0.999
test,image0019691.jpg,3,0.499,0.499,0.999,0.999
test,image0019695.jpg,2,0.499,0.499,0.999,0.999
test,image0019696.jpg,1,0.499,0.499,0.999,0.999
test,image0019729.jpg,0,0.499,0.499,0.999,0.999
test,image0019730.jpg,6,0.499,0.499,0.999,0.999
test,image0019739.jpg,2,0.499,0.499,0.999,0.999
test,image0019742.jpg,5,0.499,0.499,0.999,0.999
test,image0019751.jpg,6,0.499,0.499,0.999,0.999
test,image0019764.jpg,2,0.499,0.499,0.999,0.999
test,image0019803.jpg,0,0.499,0.499,0.999,0.999
test,image0019833.jpg,3,0.499,0.499,0.999,0.999
test,image0019842.jpg,3,0.499,0.499,0.999,0.999
test,image0019872.jpg,7,0.499,0.499,0.999,0.999
test,image0019898.jpg,7,0.499,0.499,0.999,0.999
test,image0019899.jpg,4,0.499,0.499,0.999,0.999
test,image0019942.jpg,7,0.499,0.499,0.999,0.999
test,image0019951.jpg,7,0.499,0.499,0.999,0.999
test,image0020043.jpg,2,0.499,0.499,0.999,0.999
test,image0020072.jpg,7,0.499,0.499,0.999,0.999
test,image0020074.jpg,0,0.499,0.499,0.999,0.999
test,image0020077.jpg,6,0.499,0.499,0.999,0.999
test,image0020084.jpg,4,0.499,0.499,0.999,0.999
test,image0020136.jpg,7,0.499,0.499,0.999,0.999
test,image0020144.jpg,2,0.499,0.499,0.999,0.999
test,image0020162.jpg,3,0.499,0.499,0.999,0.999
test,image0020163.jpg,1,0.499,0.499,0.999,0.999
test,image0020192.jpg,2,0.499,0.499,0.999,0.999
test,image0020258.jpg,6,0.499,0.499,0.999,0.999
test,image0020273.jpg,0,0.499,0.499,0.999,0.999
test,image0020323.jpg,0,0.499,0.499,0.999,0.999
test,image0020333.jpg,2,0.499,0.499,0.999,0.999
test,image0020375.jpg,0,0.499,0.499,0.999,0.999
test,image0020379.jpg,6,0.499,0.499,0.999,0.999
test,image0020381.jpg,0,0.499,0.499,0.999,0.999
test,image0020384.jpg,7,0.499,0.499,0.999,0.999
test,image0020404.jpg,0,0.499,0.499,0.999,0.999
test,image0020426.jpg,7,0.499,0.499,0.999,0.999
test,image0020432.jpg,7,0.499,0.499,0.999,0.999
test,image0020478.jpg,6,0.499,0.499,0.999,0.999
test,image0020479.jpg,7,0.499,0.499,0.999,0.999
test,image0020500.jpg,0,0.499,0.499,0.999,0.999
test,image0020522.jpg,6,0.499,0.499,0.999,0.999
test,image0020529.jpg,6,0.499,0.499,0.999,0.999
test,image0020552.jpg,0,0.499,0.499,0.999,0.999
test,image0020581.jpg,1,0.499,0.499,0.999,0.999
test,image0020606.jpg,0,0.499,0.499,0.999,0.999
test,image0020608.jpg,0,0.499,0.499,0.999,0.999
test,image0020613.jpg,0,0.499,0.499,0.999,0.999
test,image0020625.jpg,3,0.499,0.499,0.999,0.999
test,image0020626.jpg,6,0.499,0.499,0.999,0.999
test,image0020642.jpg,0,0.499,0.499,0.999,0.999
test,image0020692.jpg,7,0.499,0.499,0.999,0.999
test,image0020717.jpg,5,0.499,0.499,0.999,0.999
test,image0020750.jpg,0,0.499,0.499,0.999,0.999
test,image0020755.jpg,3,0.499,0.499,0.999,0.999
test,image0020761.jpg,0,0.499,0.499,0.999,0.999
test,image0020767.jpg,3,0.499,0.499,0.999,0.999
test,image0020776.jpg,7,0.499,0.499,0.999,0.999
test,image0020787.jpg,0,0.499,0.499,0.999,0.999
test,image0020797.jpg,7,0.499,0.499,0.999,0.999
test,image0020803.jpg,3,0.499,0.499,0.999,0.999
test,image0020814.jpg,7,0.499,0.499,0.999,0.999
test,image0020817.jpg,6,0.499,0.499,0.999,0.999
test,image0020825.jpg,0,0.499,0.499,0.999,0.999
test,image0020852.jpg,0,0.499,0.499,0.999,0.999
test,image0020866.jpg,0,0.499,0.499,0.999,0.999
test,image0020869.jpg,7,0.499,0.499,0.999,0.999
test,image0020879.jpg,7,0.499,0.499,0.999,0.999
test,image0020889.jpg,7,0.499,0.499,0.999,0.999
test,image0020967.jpg,4,0.499,0.499,0.999,0.999
test,image0021039.jpg,0,0.499,0.499,0.999,0.999
test,image0021040.jpg,0,0.499,0.499,0.999,0.999
test,image0021058.jpg,6,0.499,0.499,0.999,0.999
test,image0021066.jpg,0,0.499,0.499,0.999,0.999
test,image0021094.jpg,7,0.499,0.499,0.999,0.999
test,image0021140.jpg,4,0.499,0.499,0.999,0.999
test,image0021155.jpg,0,0.499,0.499,0.999,0.999
test,image0021202.jpg,6,0.499,0.499,0.999,0.999
test,image0021218.jpg,0,0.499,0.499,0.999,0.999
test,image0021263.jpg,5,0.499,0.499,0.999,0.999
test,image0021309.jpg,2,0.499,0.499,0.999,0.999
test,image0021312.jpg,6,0.499,0.499,0.999,0.999
test,image0021348.jpg,6,0.499,0.499,0.999,0.999
test,image0021384.jpg,5,0.499,0.499,0.999,0.999
test,image0021390.jpg,6,0.499,0.499,0.999,0.999
test,image0021393.jpg,7,0.499,0.499,0.999,0.999
test,image0021425.jpg,0,0.499,0.499,0.999,0.999
test,image0021427.jpg,7,0.499,0.499,0.999,0.999
test,image0021428.jpg,6,0.499,0.499,0.999,0.999
test,image0021451.jpg,3,0.499,0.499,0.999,0.999
test,image0021469.jpg,0,0.499,0.499,0.999,0.999
test,image0021487.jpg,7,0.499,0.499,0.999,0.999
test,image0021542.jpg,0,0.499,0.499,0.999,0.999
test,image0021608.jpg,0,0.499,0.499,0.999,0.999
test,image0021635.jpg,7,0.499,0.499,0.999,0.999
test,image0021638.jpg,6,0.499,0.499,0.999,0.999
test,image0021643.jpg,7,0.499,0.499,0.999,0.999
test,image0021660.jpg,2,0.499,0.499,0.999,0.999
test,image0021662.jpg,7,0.499,0.499,0.999,0.999
test,image0021702.jpg,2,0.499,0.499,0.999,0.999
test,image0021704.jpg,0,0.499,0.499,0.999,0.999
test,image0021714.jpg,7,0.499,0.499,0.999,0.999
test,image0021801.jpg,4,0.499,0.499,0.999,0.999
test,image0021820.jpg,6,0.499,0.499,0.999,0.999
test,image0021838.jpg,2,0.499,0.499,0.999,0.999
test,image0021849.jpg,3,0.499,0.499,0.999,0.999
test,image0021865.jpg,0,0.499,0.499,0.999,0.999
test,image0021879.jpg,4,0.499,0.499,0.999,0.999
test,image0021887.jpg,3,0.499,0.499,0.999,0.999
test,image0021902.jpg,0,0.499,0.499,0.999,0.999
test,image0021959.jpg,6,0.499,0.499,0.999,0.999
test,image0021964.jpg,0,0.499,0.499,0.999,0.999
